<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,D,05/15/17,00:00:00,132.7900000,133.9200000,129.2800000,131.5000000,46356520
GAZP,D,05/16/17,00:00:00,131.4100000,133.0700000,130.2700000,131.1300000,22519330
GAZP,D,05/17/17,00:00:00,130.9700000,132.1800000,130.6000000,132.0700000,17611290
GAZP,D,05/18/17,00:00:00,131.3700000,132.8400000,125.8500000,126.9000000,80113110
GAZP,D,05/19/17,00:00:00,127.3000000,127.4000000,124.0000000,124.1900000,57664570
GAZP,D,05/22/17,00:00:00,124.4900000,124.4900000,122.1700000,122.5200000,39193160
GAZP,D,05/23/17,00:00:00,122.5800000,123.7100000,121.9600000,123.2300000,34369260
GAZP,D,05/24/17,00:00:00,123.3000000,123.6700000,120.9200000,122.0000000,32248550
GAZP,D,05/25/17,00:00:00,122.3200000,122.4700000,120.7500000,121.6100000,24546840
GAZP,D,05/26/17,00:00:00,121.4000000,122.2000000,120.5400000,122.2000000,22646890
GAZP,D,05/29/17,00:00:00,122.4100000,123.8300000,122.1100000,123.1100000,24470000
GAZP,D,05/30/17,00:00:00,122.7200000,122.9100000,121.7900000,122.1000000,16057320
GAZP,D,05/31/17,00:00:00,122.2500000,122.7800000,119.4000000,120.2800000,55389010
GAZP,D,06/01/17,00:00:00,120.2900000,120.9800000,117.2400000,118.0000000,48558490
GAZP,D,06/02/17,00:00:00,117.8000000,119.6900000,116.5500000,119.6900000,38260450
GAZP,D,06/05/17,00:00:00,119.5900000,120.9900000,118.5500000,119.0000000,24767790
GAZP,D,06/06/17,00:00:00,119.0900000,120.2400000,118.6600000,119.0500000,18193840
GAZP,D,06/07/17,00:00:00,119.3300000,121.4400000,118.8500000,118.9200000,27870030
GAZP,D,06/08/17,00:00:00,119.1900000,120.1100000,117.8200000,119.3000000,27514310
GAZP,D,06/09/17,00:00:00,119.3200000,120.5000000,118.9500000,120.5000000,21294170
GAZP,D,06/13/17,00:00:00,120.2900000,120.3800000,118.1500000,118.1500000,31058980
GAZP,D,06/14/17,00:00:00,118.2600000,118.5400000,115.1000000,115.3500000,47003760
GAZP,D,06/15/17,00:00:00,115.2500000,115.7500000,111.4600000,115.4900000,120644420
GAZP,D,06/16/17,00:00:00,115.8100000,117.2500000,114.6000000,116.0200000,40336010
GAZP,D,06/19/17,00:00:00,116.0000000,117.4500000,115.7900000,117.3300000,21749140
GAZP,D,06/20/17,00:00:00,117.5100000,119.0000000,116.5600000,117.4400000,29930700
GAZP,D,06/21/17,00:00:00,117.5000000,118.3200000,116.8400000,117.9700000,23560060
GAZP,D,06/22/17,00:00:00,117.7800000,119.7800000,116.8600000,119.5500000,31513190
GAZP,D,06/23/17,00:00:00,119.5200000,120.0900000,118.6600000,119.1000000,23303360
GAZP,D,06/26/17,00:00:00,119.5000000,119.9700000,118.2600000,118.6700000,18274640
GAZP,D,06/27/17,00:00:00,118.4000000,119.7500000,118.0200000,119.3500000,18365790
GAZP,D,06/28/17,00:00:00,118.7200000,119.7000000,118.1900000,119.7000000,21106940
GAZP,D,06/29/17,00:00:00,120.1800000,120.8800000,118.8000000,119.1600000,26435690
GAZP,D,06/30/17,00:00:00,118.9500000,120.2200000,118.1800000,118.4900000,22432000
GAZP,D,07/03/17,00:00:00,119.1700000,119.9300000,118.7500000,119.8600000,18087840
GAZP,D,07/04/17,00:00:00,120.0000000,123.2900000,119.7200000,122.7300000,37693640
GAZP,D,07/05/17,00:00:00,122.9500000,123.7500000,122.3200000,122.7000000,26052360
GAZP,D,07/06/17,00:00:00,122.8200000,123.6500000,121.4400000,122.6800000,25151140
GAZP,D,07/07/17,00:00:00,122.1900000,123.0000000,121.4000000,123.0000000,24725120
GAZP,D,07/10/17,00:00:00,123.2600000,124.6200000,123.0300000,124.2500000,27166510
GAZP,D,07/11/17,00:00:00,124.3800000,124.9400000,123.8500000,124.7800000,20642420
GAZP,D,07/12/17,00:00:00,125.0100000,125.3000000,124.1900000,124.8700000,22701550
GAZP,D,07/13/17,00:00:00,124.7900000,125.8900000,124.6600000,125.5500000,29387490
GAZP,D,07/14/17,00:00:00,125.6700000,126.3500000,125.0000000,125.0000000,21555180
GAZP,D,07/17/17,00:00:00,125.3900000,125.7000000,124.3000000,125.1400000,23810200
GAZP,D,07/18/17,00:00:00,125.0900000,125.7500000,124.4900000,124.4900000,39544710
GAZP,D,07/19/17,00:00:00,118.4400000,120.1100000,118.1100000,120.1100000,42498820
GAZP,D,07/20/17,00:00:00,120.2900000,121.2700000,119.8100000,120.6000000,21786790
GAZP,D,07/21/17,00:00:00,120.2100000,120.2600000,118.6500000,118.9500000,20841430
GAZP,D,07/24/17,00:00:00,118.5400000,119.4000000,117.9200000,119.1700000,22726670
GAZP,D,07/25/17,00:00:00,119.1600000,119.7000000,117.6700000,118.4000000,23673000
GAZP,D,07/26/17,00:00:00,118.3500000,119.1200000,118.2500000,119.0000000,22310500
GAZP,D,07/27/17,00:00:00,119.1200000,119.3500000,117.8300000,118.6800000,25737570
GAZP,D,07/28/17,00:00:00,118.1600000,118.1800000,115.4100000,116.9000000,34566970
GAZP,D,07/31/17,00:00:00,116.7100000,118.1800000,115.0800000,116.1000000,40277050
GAZP,D,08/01/17,00:00:00,116.8300000,118.6500000,116.8200000,117.9900000,28881020
GAZP,D,08/02/17,00:00:00,118.0000000,119.0900000,117.9000000,119.0900000,20782720
GAZP,D,08/03/17,00:00:00,119.1300000,119.9900000,118.8500000,119.5800000,22369700
GAZP,D,08/04/17,00:00:00,119.3400000,119.8800000,118.6800000,119.4500000,17244330
GAZP,D,08/07/17,00:00:00,119.3200000,120.3800000,118.9000000,119.5000000,21791100
GAZP,D,08/08/17,00:00:00,119.4700000,119.8900000,119.2500000,119.6700000,14891840
GAZP,D,08/09/17,00:00:00,119.3900000,119.4600000,118.0200000,118.6800000,20245120
GAZP,D,08/10/17,00:00:00,118.7100000,119.4000000,118.0300000,118.0500000,18090560
GAZP,D,08/11/17,00:00:00,117.5600000,117.8500000,116.3400000,116.9300000,24804530
GAZP,D,08/14/17,00:00:00,117.1800000,117.9900000,117.1500000,117.4000000,13554100
GAZP,D,08/15/17,00:00:00,117.1200000,117.7000000,116.5100000,117.5900000,16686400
GAZP,D,08/16/17,00:00:00,117.8000000,117.8700000,116.6300000,116.7500000,19124720
GAZP,D,08/17/17,00:00:00,116.7200000,116.9500000,115.9200000,116.2200000,16600490
GAZP,D,08/18/17,00:00:00,115.8500000,116.0900000,115.1500000,116.0000000,22256230
GAZP,D,08/21/17,00:00:00,116.1000000,116.4700000,115.3900000,115.9200000,16461430
GAZP,D,08/22/17,00:00:00,115.9900000,116.7300000,115.6800000,116.0000000,16010450
GAZP,D,08/23/17,00:00:00,116.0900000,116.2700000,115.0700000,115.7500000,22758830
GAZP,D,08/24/17,00:00:00,115.7700000,116.8900000,115.4200000,116.5600000,18564950
GAZP,D,08/25/17,00:00:00,116.8200000,118.0000000,116.5600000,117.8500000,21083020
GAZP,D,08/28/17,00:00:00,117.7900000,118.7500000,117.5400000,118.7500000,16187340
GAZP,D,08/29/17,00:00:00,118.5000000,118.6300000,116.5000000,118.3000000,27588290
GAZP,D,08/30/17,00:00:00,118.4000000,118.9000000,116.8800000,118.2000000,31962280
GAZP,D,08/31/17,00:00:00,117.9500000,119.2100000,117.3500000,117.9700000,41020210
GAZP,D,09/01/17,00:00:00,118.0200000,118.2600000,117.0400000,117.4000000,22690580
GAZP,D,09/04/17,00:00:00,117.0300000,117.6500000,116.5600000,117.0000000,15938500
GAZP,D,09/05/17,00:00:00,117.5500000,117.8900000,115.9000000,116.0000000,26541020
GAZP,D,09/06/17,00:00:00,116.0000000,117.5800000,115.6600000,117.1400000,24387110
GAZP,D,09/07/17,00:00:00,117.6100000,119.0300000,117.3800000,117.9500000,37059350
GAZP,D,09/08/17,00:00:00,118.2000000,120.4500000,118.1600000,120.3400000,41825350
GAZP,D,09/11/17,00:00:00,120.8100000,121.9400000,119.6300000,121.0000000,40230290
GAZP,D,09/12/17,00:00:00,121.2200000,122.0000000,120.1600000,121.9900000,27228360
GAZP,D,09/13/17,00:00:00,121.9900000,124.3800000,121.9900000,123.5500000,51210280
GAZP,D,09/14/17,00:00:00,123.5700000,124.1900000,122.7900000,123.3300000,29452320
GAZP,D,09/15/17,00:00:00,122.8900000,123.0000000,121.5900000,122.5000000,41826920
GAZP,D,09/18/17,00:00:00,122.5000000,123.3500000,122.0700000,122.7200000,26878140
GAZP,D,09/19/17,00:00:00,122.7200000,122.8000000,121.0500000,121.7500000,32095850
GAZP,D,09/20/17,00:00:00,121.8800000,122.4300000,121.5200000,122.2500000,25978430
GAZP,D,09/21/17,00:00:00,122.1100000,123.2000000,121.6100000,122.3400000,35204520
GAZP,D,09/22/17,00:00:00,122.3600000,122.4600000,121.3000000,121.9500000,19164830
GAZP,D,09/25/17,00:00:00,121.9800000,123.6000000,121.9000000,123.0300000,28206840
GAZP,D,09/26/17,00:00:00,123.2700000,124.1900000,122.8400000,123.0300000,25695940
GAZP,D,09/27/17,00:00:00,123.1800000,123.6800000,122.4600000,123.3600000,22485510
GAZP,D,09/28/17,00:00:00,123.2800000,123.6200000,122.1100000,122.5000000,22610060
GAZP,D,09/29/17,00:00:00,122.5000000,122.8100000,121.7000000,122.2000000,17182380
GAZP,D,10/02/17,00:00:00,122.2900000,122.4400000,121.4000000,121.9000000,14198990
GAZP,D,10/03/17,00:00:00,121.8100000,122.1100000,120.4700000,120.7800000,26873740
GAZP,D,10/04/17,00:00:00,120.6800000,121.9500000,119.7000000,121.7600000,24254160
GAZP,D,10/05/17,00:00:00,121.7900000,123.9700000,121.5100000,123.5000000,39979330
GAZP,D,10/06/17,00:00:00,123.5400000,124.4800000,123.2700000,123.4700000,30270700
GAZP,D,10/09/17,00:00:00,123.7000000,124.9000000,123.4100000,124.8100000,22035180
GAZP,D,10/10/17,00:00:00,125.0000000,125.3300000,124.1700000,124.4400000,20064040
GAZP,D,10/11/17,00:00:00,124.5400000,126.0000000,124.3800000,126.0000000,30323720
GAZP,D,10/12/17,00:00:00,126.0400000,126.7900000,125.4500000,125.9300000,18051060
GAZP,D,10/13/17,00:00:00,126.0000000,127.3900000,125.8000000,126.8600000,23707840
GAZP,D,10/16/17,00:00:00,127.1100000,127.8000000,126.6800000,127.1700000,23771970
GAZP,D,10/17/17,00:00:00,127.0500000,127.2000000,125.0500000,125.1500000,28299320
GAZP,D,10/18/17,00:00:00,125.4400000,127.0900000,125.2600000,126.7000000,29571630
GAZP,D,10/19/17,00:00:00,126.7800000,127.3900000,125.1700000,125.5000000,22518290
GAZP,D,10/20/17,00:00:00,125.8100000,127.0500000,125.6000000,126.7000000,21042270
GAZP,D,10/23/17,00:00:00,127.0600000,127.4700000,126.3700000,126.8000000,17286880
GAZP,D,10/24/17,00:00:00,126.8900000,126.9700000,125.6100000,126.0200000,20349440
GAZP,D,10/25/17,00:00:00,126.5500000,126.7500000,124.2800000,125.0000000,24125900
GAZP,D,10/26/17,00:00:00,124.9900000,125.3900000,124.0700000,124.2000000,14719810
GAZP,D,10/27/17,00:00:00,124.5700000,125.9400000,123.6400000,125.9400000,28566500
GAZP,D,10/30/17,00:00:00,125.9600000,126.9300000,125.5300000,125.9800000,19229280
GAZP,D,10/31/17,00:00:00,126.1200000,126.6000000,125.5700000,125.9000000,11847690
GAZP,D,11/01/17,00:00:00,126.3400000,126.8900000,125.9700000,126.5000000,18167600
GAZP,D,11/02/17,00:00:00,125.8800000,126.0000000,124.8700000,125.6700000,15528250
GAZP,D,11/03/17,00:00:00,125.7100000,126.8400000,125.7100000,125.9000000,22607180
GAZP,D,11/07/17,00:00:00,127.0600000,132.5500000,127.0500000,132.2800000,82128530
GAZP,D,11/08/17,00:00:00,132.1000000,133.9400000,131.5800000,132.3000000,39337670
GAZP,D,11/09/17,00:00:00,132.3100000,132.8200000,131.1400000,131.5000000,33846240
GAZP,D,11/10/17,00:00:00,131.0500000,133.8400000,130.5100000,132.5000000,47096990
GAZP,D,11/13/17,00:00:00,132.6400000,134.1800000,131.7100000,133.3200000,29445370
GAZP,D,11/14/17,00:00:00,133.0700000,134.2800000,132.3500000,132.9300000,42176770
GAZP,D,11/15/17,00:00:00,132.0100000,132.7900000,131.2100000,131.2100000,23233500
GAZP,D,11/16/17,00:00:00,131.7900000,132.7000000,127.7400000,129.2000000,42097040
GAZP,D,11/17/17,00:00:00,129.6500000,130.8700000,129.0600000,129.6500000,18113220
GAZP,D,11/20/17,00:00:00,129.8000000,130.4900000,128.6300000,129.9600000,15642930
GAZP,D,11/21/17,00:00:00,130.4500000,133.0500000,130.3500000,132.4900000,35516950
GAZP,D,11/22/17,00:00:00,133.0100000,133.6500000,132.2000000,132.5700000,25079290
GAZP,D,11/23/17,00:00:00,132.5000000,133.1000000,131.3000000,131.6000000,29101330
GAZP,D,11/24/17,00:00:00,131.5600000,134.1900000,131.3100000,133.5700000,29025290
GAZP,D,11/27/17,00:00:00,133.6100000,135.1900000,132.8000000,133.5000000,27676810
GAZP,D,11/28/17,00:00:00,133.2900000,135.1800000,132.5500000,135.1800000,26653360
GAZP,D,11/29/17,00:00:00,134.8600000,134.8600000,132.9700000,133.5500000,27221990
GAZP,D,11/30/17,00:00:00,133.0000000,134.3100000,132.0000000,132.1500000,39953360
GAZP,D,12/01/17,00:00:00,132.4700000,133.3200000,131.7200000,133.0200000,24739380
GAZP,D,12/04/17,00:00:00,133.0100000,134.0000000,131.9300000,133.7700000,17805030
GAZP,D,12/05/17,00:00:00,133.4700000,133.9900000,132.7800000,133.6500000,12681030
GAZP,D,12/06/17,00:00:00,133.3200000,134.2900000,132.9100000,134.0000000,14625230
GAZP,D,12/07/17,00:00:00,133.6600000,133.8700000,132.8100000,133.0200000,18187870
GAZP,D,12/08/17,00:00:00,133.4200000,133.9000000,132.0000000,132.6000000,16027170
GAZP,D,12/11/17,00:00:00,132.3500000,134.6500000,132.3500000,134.6500000,22727400
GAZP,D,12/12/17,00:00:00,134.6900000,135.6000000,133.6500000,135.5000000,25137070
GAZP,D,12/13/17,00:00:00,135.1800000,136.4200000,134.6000000,135.5600000,23251380
GAZP,D,12/14/17,00:00:00,135.4200000,136.2000000,134.9000000,135.9100000,22537690
GAZP,D,12/15/17,00:00:00,135.7200000,136.1600000,135.0000000,135.5000000,25066350
GAZP,D,12/18/17,00:00:00,135.6400000,136.3500000,132.9400000,134.2500000,31018990
GAZP,D,12/19/17,00:00:00,134.1300000,134.7400000,133.5000000,133.9600000,16458270
GAZP,D,12/20/17,00:00:00,133.9600000,134.3300000,132.3500000,132.5000000,23877480
GAZP,D,12/21/17,00:00:00,133.0000000,133.4700000,130.2000000,131.7000000,39251410
GAZP,D,12/22/17,00:00:00,132.1500000,133.4800000,131.0500000,132.4200000,16550650
GAZP,D,12/25/17,00:00:00,132.7200000,133.1900000,131.8000000,131.9600000,5658690
GAZP,D,12/26/17,00:00:00,132.2300000,132.4400000,129.6200000,131.2000000,12765160
GAZP,D,12/27/17,00:00:00,131.2900000,132.2300000,130.4500000,130.9900000,15957460
GAZP,D,12/28/17,00:00:00,130.8800000,131.2000000,129.8100000,130.5300000,16271890
GAZP,D,12/29/17,00:00:00,130.4200000,130.9300000,128.8600000,130.5000000,16285270
GAZP,D,01/03/18,00:00:00,131.0300000,132.2000000,130.6300000,132.2000000,10522070
GAZP,D,01/04/18,00:00:00,132.5000000,136.2000000,132.3000000,135.8900000,32092300
GAZP,D,01/05/18,00:00:00,135.8000000,137.1200000,135.0800000,137.1200000,19965100
GAZP,D,01/09/18,00:00:00,138.0000000,141.3500000,137.6000000,140.0000000,52204990
GAZP,D,01/10/18,00:00:00,140.4900000,143.4300000,139.5800000,143.4300000,51756440
GAZP,D,01/11/18,00:00:00,143.2300000,144.8000000,142.3100000,144.5800000,38571480
GAZP,D,01/12/18,00:00:00,144.2100000,144.5400000,141.6400000,143.9900000,36760620
GAZP,D,01/15/18,00:00:00,144.3300000,145.5000000,142.6000000,142.9900000,30037050
GAZP,D,01/16/18,00:00:00,143.1600000,145.3500000,141.8900000,145.2900000,36982660
GAZP,D,01/17/18,00:00:00,144.5100000,149.2000000,143.3100000,148.7000000,64088350
GAZP,D,01/18/18,00:00:00,148.7900000,150.3500000,148.1300000,150.3500000,53857120
GAZP,D,01/19/18,00:00:00,149.9400000,151.0000000,148.4000000,149.1300000,38996740
GAZP,D,01/22/18,00:00:00,149.0900000,150.3000000,148.8500000,150.3000000,22745110
GAZP,D,01/23/18,00:00:00,150.8000000,151.6500000,147.7100000,148.8000000,35760870
GAZP,D,01/24/18,00:00:00,148.5100000,149.7000000,146.6000000,149.7000000,24826570
GAZP,D,01/25/18,00:00:00,150.0200000,151.3900000,149.2700000,149.8000000,41825580
GAZP,D,01/26/18,00:00:00,149.4000000,149.5500000,146.0100000,147.1900000,35266440
GAZP,D,01/29/18,00:00:00,146.7700000,147.2900000,144.1500000,144.7500000,36073370
GAZP,D,01/30/18,00:00:00,144.0000000,146.4300000,142.3700000,143.5000000,51240710
GAZP,D,01/31/18,00:00:00,142.9800000,144.5000000,141.8000000,143.3600000,44234770
GAZP,D,02/01/18,00:00:00,143.4300000,146.1700000,143.1300000,145.3900000,37413040
GAZP,D,02/02/18,00:00:00,145.6800000,146.7800000,142.8800000,144.0000000,39050390
GAZP,D,02/05/18,00:00:00,142.8700000,145.2000000,142.3000000,144.5300000,33048750
GAZP,D,02/06/18,00:00:00,141.7300000,142.8200000,140.4000000,141.5900000,51830950
GAZP,D,02/07/18,00:00:00,142.4500000,143.3900000,141.0000000,141.0000000,32853320
GAZP,D,02/08/18,00:00:00,140.4700000,140.8500000,137.1400000,137.2000000,42662580
GAZP,D,02/09/18,00:00:00,135.9900000,136.7000000,132.8000000,135.5600000,53098540
GAZP,D,02/12/18,00:00:00,136.8700000,138.1000000,136.0300000,137.3000000,29360450
GAZP,D,02/13/18,00:00:00,138.0000000,140.1000000,137.4500000,139.8500000,36398240
GAZP,D,02/14/18,00:00:00,140.0300000,140.5700000,137.0200000,138.8900000,34106600
GAZP,D,02/15/18,00:00:00,139.7900000,140.9900000,137.0600000,137.0600000,29054840
GAZP,D,02/16/18,00:00:00,137.8500000,139.4900000,136.7700000,137.0600000,24628330
GAZP,D,02/19/18,00:00:00,137.3600000,138.7000000,137.1300000,138.3100000,14431390
GAZP,D,02/20/18,00:00:00,138.7800000,144.2900000,138.7800000,141.3200000,62769320
GAZP,D,02/21/18,00:00:00,140.9000000,144.0000000,140.5300000,144.0000000,24886450
GAZP,D,02/22/18,00:00:00,143.4300000,145.9700000,142.6300000,145.9700000,29870140
GAZP,D,02/26/18,00:00:00,148.0700000,149.9800000,146.4200000,147.0000000,37150990
GAZP,D,02/27/18,00:00:00,147.2000000,147.4900000,144.8500000,146.5000000,24771080
GAZP,D,02/28/18,00:00:00,145.5000000,145.7500000,142.2500000,143.1600000,36217520
GAZP,D,03/01/18,00:00:00,141.0000000,142.0000000,139.3900000,140.1000000,47285230
GAZP,D,03/02/18,00:00:00,139.6300000,140.5900000,137.7700000,138.5700000,26799640
GAZP,D,03/05/18,00:00:00,138.8000000,141.8300000,138.5700000,141.6000000,23220830
GAZP,D,03/06/18,00:00:00,142.2500000,143.4900000,140.4700000,140.5900000,24358140
GAZP,D,03/07/18,00:00:00,139.9600000,139.9800000,137.3800000,138.5600000,28189860
GAZP,D,03/09/18,00:00:00,138.8000000,139.8100000,137.7900000,139.8100000,12080580
GAZP,D,03/12/18,00:00:00,140.4400000,141.9600000,140.1100000,141.3500000,16899310
GAZP,D,03/13/18,00:00:00,141.1000000,142.9300000,139.9500000,142.7500000,22899860
GAZP,D,03/14/18,00:00:00,141.8200000,141.9800000,138.8000000,138.8000000,31765180
GAZP,D,03/15/18,00:00:00,138.5800000,140.0600000,138.0000000,138.2500000,34232460
GAZP,D,03/16/18,00:00:00,138.6600000,141.0000000,137.1100000,141.0000000,42459720
GAZP,D,03/19/18,00:00:00,141.2000000,141.7700000,139.4300000,139.9100000,21582910
GAZP,D,03/20/18,00:00:00,140.2500000,142.7000000,139.3100000,142.4500000,25931850
GAZP,D,03/21/18,00:00:00,142.7000000,144.0000000,140.8400000,141.5100000,31141240
GAZP,D,03/22/18,00:00:00,141.7300000,142.0800000,139.2000000,139.5000000,20677700
GAZP,D,03/23/18,00:00:00,138.7800000,142.4900000,137.8200000,142.0000000,33554360
GAZP,D,03/26/18,00:00:00,142.0100000,142.0800000,138.2700000,138.2700000,27556030
GAZP,D,03/27/18,00:00:00,139.2300000,141.7000000,139.0100000,140.8000000,25427090
GAZP,D,03/28/18,00:00:00,140.0100000,141.6700000,139.1300000,140.4700000,21273130
GAZP,D,03/29/18,00:00:00,140.7100000,142.8000000,140.7100000,142.8000000,23762490
GAZP,D,03/30/18,00:00:00,143.0000000,143.3100000,142.0500000,142.3300000,8337160
GAZP,D,04/02/18,00:00:00,142.3900000,143.7000000,140.3200000,140.3200000,18501160
GAZP,D,04/03/18,00:00:00,140.3200000,141.3000000,139.7000000,141.1300000,13758480
GAZP,D,04/04/18,00:00:00,141.0200000,141.5200000,139.0200000,140.1800000,22247310
GAZP,D,04/05/18,00:00:00,140.6600000,141.3500000,139.8000000,140.5000000,20436610
GAZP,D,04/06/18,00:00:00,140.1300000,141.9700000,139.4500000,141.5000000,27346240
GAZP,D,04/09/18,00:00:00,140.9300000,141.2200000,128.1900000,135.0100000,91006200
GAZP,D,04/10/18,00:00:00,134.9500000,141.9700000,133.5000000,140.6200000,58453070
GAZP,D,04/11/18,00:00:00,141.0000000,146.2900000,140.7100000,145.2700000,62134680
GAZP,D,04/12/18,00:00:00,145.7100000,146.8900000,142.1300000,145.9900000,40706810
GAZP,D,04/13/18,00:00:00,146.0000000,146.7500000,142.0900000,142.5800000,26381420
GAZP,D,04/16/18,00:00:00,141.0300000,142.8300000,139.8700000,141.5000000,26630690
GAZP,D,04/17/18,00:00:00,142.4500000,143.1800000,140.6600000,142.4000000,26680260
GAZP,D,04/18/18,00:00:00,142.6700000,145.3100000,142.0400000,144.7500000,28080120
GAZP,D,04/19/18,00:00:00,145.2000000,145.7500000,142.5700000,143.4000000,20518720
GAZP,D,04/20/18,00:00:00,143.3000000,145.5000000,142.9000000,144.4000000,21147520
GAZP,D,04/23/18,00:00:00,144.3000000,144.4800000,142.0000000,143.9900000,32633930
GAZP,D,04/24/18,00:00:00,144.0000000,146.5200000,143.5200000,144.1400000,29007820
GAZP,D,04/25/18,00:00:00,143.5000000,143.8900000,141.4100000,142.7000000,23792050
GAZP,D,04/26/18,00:00:00,143.0100000,145.7500000,142.6000000,145.4800000,22254120
GAZP,D,04/27/18,00:00:00,145.8100000,146.0000000,143.7700000,144.5000000,19498970
GAZP,D,04/28/18,00:00:00,144.5000000,144.5000000,143.8300000,144.3800000,2145740
GAZP,D,04/30/18,00:00:00,144.3200000,147.2900000,143.7000000,145.9300000,15278690
GAZP,D,05/02/18,00:00:00,145.3300000,145.7700000,143.9600000,144.9400000,16008500
GAZP,D,05/03/18,00:00:00,144.6500000,146.1500000,142.7000000,142.7000000,23992750
GAZP,D,05/04/18,00:00:00,143.4000000,144.2000000,143.0900000,143.7300000,11726530
GAZP,D,05/07/18,00:00:00,144.5700000,145.1000000,143.4500000,144.0500000,9382400
GAZP,D,05/08/18,00:00:00,143.7800000,145.4800000,143.1600000,145.4800000,18282910
GAZP,D,05/10/18,00:00:00,145.9800000,147.1500000,145.5700000,146.3800000,24103610
GAZP,D,05/11/18,00:00:00,146.4800000,151.1000000,146.4700000,150.7000000,44778970
GAZP,D,05/14/18,00:00:00,151.2700000,151.2700000,148.0300000,150.9800000,27828900
GAZP,D,05/15/18,00:00:00,150.4800000,150.7000000,148.0000000,149.2000000,29085690
GAZP,D,05/16/18,00:00:00,148.6000000,150.7000000,148.1100000,148.5900000,43775810
GAZP,D,05/17/18,00:00:00,149.1500000,149.3600000,147.1500000,147.1500000,19160740
GAZP,D,05/18/18,00:00:00,147.2000000,147.8800000,145.1900000,145.6500000,21435990
GAZP,D,05/21/18,00:00:00,146.0000000,148.2000000,145.9000000,146.7600000,16198700
GAZP,D,05/22/18,00:00:00,146.9700000,147.6000000,146.4200000,146.5000000,13141580
GAZP,D,05/23/18,00:00:00,146.1800000,146.9400000,144.8800000,146.0600000,19430340
GAZP,D,05/24/18,00:00:00,146.3000000,147.1500000,144.9300000,145.2700000,20556400
GAZP,D,05/25/18,00:00:00,145.6300000,146.3000000,144.3600000,145.0900000,18117740
GAZP,D,05/28/18,00:00:00,145.4100000,145.7500000,144.7500000,145.0900000,6573030
GAZP,D,05/29/18,00:00:00,145.5800000,145.6100000,142.8800000,143.9000000,17528460
GAZP,D,05/30/18,00:00:00,144.0000000,144.8200000,142.5200000,143.2600000,21823420
GAZP,D,05/31/18,00:00:00,143.3000000,145.2100000,143.3000000,145.0000000,33892130
GAZP,D,06/01/18,00:00:00,144.5800000,145.5000000,143.5500000,144.0000000,17487300
GAZP,D,06/04/18,00:00:00,144.5300000,146.9000000,144.5100000,146.4400000,12800360
GAZP,D,06/05/18,00:00:00,146.5300000,146.5400000,145.2200000,146.0000000,12693440
GAZP,D,06/06/18,00:00:00,146.3500000,146.9000000,145.5300000,146.9000000,17153970
GAZP,D,06/07/18,00:00:00,147.1000000,147.5000000,146.0000000,146.0500000,12295670
GAZP,D,06/08/18,00:00:00,145.9600000,146.7500000,143.0500000,143.0500000,24404680
GAZP,D,06/09/18,00:00:00,143.3100000,144.1500000,143.3000000,144.0800000,1555190
GAZP,D,06/11/18,00:00:00,144.0300000,144.1800000,141.5600000,142.2800000,12697170
GAZP,D,06/13/18,00:00:00,142.5800000,142.7800000,140.6300000,141.0000000,23488110
GAZP,D,06/14/18,00:00:00,140.8800000,141.4400000,139.1400000,139.4000000,24957760
GAZP,D,06/15/18,00:00:00,139.7000000,140.8700000,137.6400000,137.7300000,42377140
GAZP,D,06/18/18,00:00:00,138.0800000,138.3000000,136.0000000,136.5200000,23017780
GAZP,D,06/19/18,00:00:00,136.0100000,136.2800000,132.8600000,135.5000000,36367180
GAZP,D,06/20/18,00:00:00,136.5000000,138.5000000,136.0000000,136.9100000,27041950
GAZP,D,06/21/18,00:00:00,136.6000000,137.9000000,134.0400000,134.4000000,28718050
GAZP,D,06/22/18,00:00:00,135.0000000,137.5500000,135.0000000,136.7600000,23927070
GAZP,D,06/25/18,00:00:00,136.5800000,138.4400000,136.5500000,137.1000000,17165720
GAZP,D,06/26/18,00:00:00,137.4400000,138.8800000,137.3600000,138.0700000,13703080
GAZP,D,06/27/18,00:00:00,138.0100000,139.8500000,137.0700000,139.0000000,18905710
GAZP,D,06/28/18,00:00:00,138.9800000,140.3300000,138.3500000,138.7600000,22645070
GAZP,D,06/29/18,00:00:00,139.3200000,141.0100000,139.1700000,141.0100000,25801410
GAZP,D,07/02/18,00:00:00,140.8300000,144.2000000,140.0700000,144.0000000,25199530
GAZP,D,07/03/18,00:00:00,144.1000000,144.2000000,141.9500000,142.4900000,15018610
GAZP,D,07/04/18,00:00:00,142.4000000,143.1300000,141.8700000,142.2400000,6350590
GAZP,D,07/05/18,00:00:00,142.1700000,145.5500000,141.6400000,145.5500000,19505580
GAZP,D,07/06/18,00:00:00,145.7000000,145.7000000,143.5700000,144.9600000,17150670
GAZP,D,07/09/18,00:00:00,145.7500000,148.1000000,145.5300000,148.0000000,17769380
GAZP,D,07/10/18,00:00:00,148.1300000,148.3700000,146.4200000,147.3000000,18078220
GAZP,D,07/11/18,00:00:00,146.7600000,146.7600000,143.8500000,144.7700000,23479310
GAZP,D,07/12/18,00:00:00,144.7100000,145.7000000,143.5000000,145.0800000,19613720
